267 3902 6
223 3539 0
294 3123 0
3295 852 1
884 2947 0
3357 209 1
3520 268 1
76 3504 0
1523 3911 4
872 3318 0
3464 1778 1
596 3901 2
1308 2861 0
1470 3575 0
2441 3911 4
3756 189 1
2444 3900 2
2382 3912 4
1765 3689 0
1349 3565 0
73 2821 0
3070 452 1
316 3238 0
358 2692 0
3912 2368 5
225 3500 0
1424 3530 0
3218 512 1
845 3376 0
3449 1679 1
3905 1011 7
2944 2547 1
3557 961 1
73 3592 0
3900 750 3
665 3902 6
1045 3849 0
3611 257 1
3829 1047 1
2653 154 1
3263 371 1
3281 1344 1
3193 117 1
3254 1838 1
2420 3079 0
3900 1215 3
1401 3493 0
2681 965 1
2974 1065 1
2714 440 1
591 3144 0
1069 2825 0
273 2751 0
205 3906 6
731 3901 2
3070 567 1
3873 7 1
3478 814 1
605 2895 0
776 3368 0
278 3903 6
3887 1168 1
3906 1090 7
3856 362 1
2759 158 1
3908 2211 7
300 3288 0
456 2794 0
831 3911 4
2535 3900 2
27 3608 0
542 3117 0
786 3541 0
40 3508 0
3324 729 1
40 3852 0
2846 853 1
3901 1155 3
1486 3902 6
870 3911 4
3554 463 1
3902 1080 7
2945 762 1
3850 3 1
3520 608 1
1885 3900 2
3903 2308 7
849 3071 0
3287 504 1
3330 207 1
945 3312 0
371 3204 0
3753 701 1
2735 459 1
1894 3900 2
2451 3900 2
2805 2321 1
2944 228 1
3043 890 1
142 3107 0
2821 479 1
305 3449 0
349 2685 0
2862 185 1
462 2756 0
3527 182 1
100 2996 0
479 3792 0
2719 870 1
2800 1481 1
1177 2810 0
3636 176 1
2727 406 1
762 3826 0
3001 1072 1
1456 3908 6
1297 3120 0
456 3524 0
978 3911 4
3085 1467 1
1922 3907 6
452 2799 0
723 3446 0
872 3861 0
3045 433 1
3900 2408 3
333 3141 0
2751 2380 1
980 3670 0
882 3065 0
228 3248 0
201 3871 0
132 2884 0
3567 140 1
56 2831 0
40 3835 0
1571 3912 4
1524 2969 0
477 3327 0
2729 723 1
3355 766 1
849 2970 0
2399 3903 6
2739 1598 1
511 3846 0
720 2890 0
50 3375 0
2180 3905 6
53 3005 0
2626 1399 1
90 3288 0
2658 1300 1
474 3103 0
3479 134 1
1641 3062 0
1996 3902 6
3034 86 1
1300 3901 2
822 3902 6
388 3320 0
2720 1138 1
189 2769 0
2872 11 1
1258 3901 2
124 3263 0
2944 1930 1
3901 2360 3
2652 707 1
3262 1501 1
510 3229 0
3905 892 7
107 3273 0
2091 3526 0
305 3609 0
2727 259 1
2780 89 1
2714 580 1
3429 148 1
3493 1760 1
2940 57 1
763 2723 0
23 3185 0
2126 2672 0
479 3335 0
862 3912 4
216 3043 0
3490 114 1
14 3885 0
2758 891 1
100 3335 0
3579 607 1
1310 2814 0
3911 538 5
943 3271 0
184 2907 0
928 3902 6
593 3326 0
396 3832 0
223 3171 0
2088 3911 4
607 3080 0
89 3902 6
36 3871 0
2250 2733 0
272 2707 0
3372 450 1
2872 807 1
3684 1007 1
421 3730 0
6 3632 0
3147 331 1
1011 3905 6
3901 190 3
1134 3668 0
405 3043 0
1007 2773 0
549 3454 0
3259 286 1
373 3597 0
566 3371 0
2770 229 1
1675 3147 0
3264 819 1
226 3579 0
628 3101 0
3372 745 1
3796 370 1
560 3151 0
36 3905 6
3300 853 1
3036 211 1
2923 1159 1
2872 2491 1
1927 3912 4
3900 349 3
69 2751 0
74 3010 0
2797 801 1
2965 898 1
2725 57 1
1314 3900 2
1944 3015 0
1460 3683 0
143 3509 0
1115 2721 0
2865 1074 1
1546 2752 0
3479 2122 1
657 3672 0
444 3328 0
499 2695 0
3474 149 1
3765 577 1
145 2706 0
531 3893 0
130 2652 0
1262 2714 0
1462 3665 0
2741 177 1
3263 40 1
441 3683 0
2067 3912 4
92 3538 0
3662 512 1
1021 3908 6
2982 348 1
1521 3701 0
47 3905 6
3009 645 1
801 3417 0
3499 849 1
3603 1458 1
2985 1059 1
769 3184 0
2761 322 1
3911 303 5
3546 260 1
1228 3911 4
142 3005 0
3900 1176 3
3854 819 1
417 3666 0
1049 3156 0
114 2711 0
3080 1465 1
2643 143 1
2201 3044 0
2745 207 1
3500 763 1
3208 453 1
3500 1045 1
317 3902 6
2772 14 1
3905 1357 7
1456 2726 0
69 3264 0
596 3572 0
283 2738 0
448 3276 0
2950 1274 1
3912 1768 5
50 2827 0
3410 175 1
2618 1656 1
3912 2077 5
315 2666 0
1884 3902 6
2257 2934 0
3291 11 1
3912 2414 5
735 2662 0
861 3227 0
2751 249 1
2984 1161 1
3901 1298 3
656 3209 0
3107 1349 1
309 3051 0
2654 1287 1
231 3750 0
3912 1475 5
2723 1483 1
2744 38 1
1324 3335 0
547 3142 0
759 3901 2
3900 795 3
3907 2104 7
2757 1077 1
3907 1922 7
2736 489 1
3906 1858 7
3216 615 1
916 3249 0
2845 1390 1
128 2664 0
3429 125 1
3116 229 1
361 3665 0
2684 23 1
1572 2873 0
703 3750 0
1262 2837 0
3911 2385 5
385 3559 0
3901 27 3
1394 2643 0
2735 1388 1
850 2850 0
2684 980 1
2971 64 1
215 2751 0
469 3911 4
73 3180 0
3900 2012 3
134 3278 0
2969 315 1
834 3815 0
2897 891 1
2720 591 1
919 3912 4
3495 1096 1
2611 3905 6
696 3903 6
3804 602 1
3900 2505 3
865 3905 6
3912 736 5
3211 762 1
756 3519 0
3727 240 1
385 3255 0
468 3552 0
950 3141 0
3591 1241 1
1904 3912 4
2910 192 1
762 3349 0
3911 1786 5
189 3293 0
745 3200 0
3086 1009 1
2735 2198 1
1608 3900 2
3900 1385 3
2476 2948 0
664 2687 0
3335 1324 1
3896 960 1
391 3364 0
2785 6 1
2655 1426 1
2294 3900 2
826 3087 0
923 3815 0
171 3683 0
3258 691 1
3683 698 1
3484 785 1
1624 2785 0
3001 83 1
2723 486 1
3104 598 1
473 2720 0
3056 1362 1
3430 177 1
3900 258 3
3902 362 7
223 3610 0
1179 3306 0
1347 3911 4
150 3453 0
220 2698 0
2860 292 1
213 2802 0
3905 1200 7
3642 191 1
252 3902 6
323 3109 0
2691 315 1
2570 3903 6
70 2933 0
1789 3912 4
3902 1576 7
450 2707 0
2914 39 1
800 3912 4
2714 346 1
703 2729 0
160 3330 0
263 3063 0
122 2785 0
578 3321 0
177 2964 0
3903 1409 7
838 3562 0
1752 3905 6
14 3411 0
3320 554 1
2144 3900 2
2868 491 1
2714 1679 1
1376 2832 0
138 2758 0
3911 2092 5
3905 305 7
3520 615 1
2903 1112 1
3485 595 1
27 3142 0
391 2781 0
1063 2936 0
3650 220 1
3088 62 1
3901 2102 3
2940 759 1
349 2708 0
2889 110 1
2774 1415 1
3033 422 1
3110 1034 1
1836 3127 0
1459 2891 0
1378 3905 6
2954 57 1
1103 3564 0
2681 928 1
2872 1517 1
2676 229 1
569 3747 0
3200 122 1
31 3484 0
745 2810 0
1835 3093 0
1303 3668 0
2872 961 1
1582 2769 0
2916 229 1
3505 1197 1
3911 1912 5
3313 228 1
309 3567 0
3284 842 1
3883 2309 1
2957 243 1
3453 1325 1
3905 1196 7
3912 1378 5
2975 2332 1
3431 2306 1
298 3543 0
317 2723 0
3911 875 5
3854 1611 1
232 3058 0
943 3132 0
3900 2286 3
107 3600 0
2960 1490 1
620 2846 0
10 2832 0
229 2916 0
2619 175 1
3911 193 5
709 3113 0
272 3524 0
3912 1489 5
444 3876 0
2692 362 1
3908 1035 7
248 3784 0
3905 1395 7
842 3333 0
535 2657 0
891 3612 0
3875 503 1
3911 1219 5
801 3234 0
252 2971 0
263 2641 0
3901 360 3
3900 1968 3
2684 257 1
528 3525 0
1050 3216 0
176 3759 0
450 3901 2
2741 608 1
209 3646 0
2888 26 1
2619 1233 1
3870 23 1
2673 2380 1
3893 703 1
744 3900 2
925 2621 0
3038 1564 1
925 2827 0
1084 3519 0
2819 305 1
3911 2228 5
2433 3701 0
1302 3098 0
390 3674 0
553 3911 4
213 2937 0
3905 598 7
35 3396 0
1002 3208 0
403 3903 6
1783 3407 0
3070 1009 1
2904 341 1
879 3541 0
88 2660 0
978 3526 0
960 2833 0
3101 83 1
3907 1969 7
83 2902 0
2198 3353 0
413 3467 0
917 3553 0
2889 1370 1
3291 868 1
374 2693 0
3526 778 1
3270 286 1
3475 724 1
3611 806 1
2675 376 1
3822 210 1
3911 2063 5
1509 3373 0
703 3507 0
2799 120 1
1812 3901 2
3908 681 7
1772 2659 0
3418 1317 1
3731 2058 1
741 3010 0
3902 1561 7
2534 3906 6
57 2636 0
376 3911 4
1474 3228 0
2778 43 1
410 3331 0
2937 936 1
3417 577 1
441 3266 0
623 3912 4
473 3673 0
1159 3117 0
368 3089 0
249 3280 0
3900 736 3
2496 2777 0
23 3829 0
1486 3420 0
58 2672 0
348 3600 0
3911 230 5
414 3709 0
3191 294 1
616 2953 0
2499 2668 0
241 3901 2
3911 2487 5
3640 4 1
2690 180 1
3523 604 1
1259 3912 4
720 2868 0
1964 3901 2
3318 27 1
1362 3900 2
3801 1349 1
3285 1353 1
294 2930 0
2962 56 1
1554 3175 0
2108 2664 0
1445 2719 0
539 2728 0
895 3911 4
3162 1102 1
1328 2675 0
3386 374 1
511 2936 0
30 3911 4
1649 3656 0
879 3902 6
5 3862 0
3401 648 1
1712 3911 4
3196 1840 1
3603 2151 1
186 3612 0
3232 1983 1
3579 506 1
3277 680 1
2803 690 1
1467 3159 0
3439 280 1
3189 84 1
1815 3820 0
2794 833 1
1112 2677 0
3192 196 1
2968 88 1
3901 1174 3
2671 220 1
2613 3902 6
2796 168 1
5 2751 0
3096 2129 1
723 2796 0
1076 2868 0
1564 3903 6
2745 264 1
3884 577 1
3759 1357 1
2642 850 1
183 3522 0
372 2959 0
3291 291 1
3394 607 1
2814 1374 1
3011 389 1
3062 1048 1
382 2678 0
2743 75 1
2673 31 1
209 3222 0
3262 1041 1
2935 386 1
3902 759 7
324 3265 0
233 3066 0
3322 872 1
160 3691 0
1053 3185 0
3259 220 1
3649 115 1
3903 1664 7
1336 2702 0
3516 82 1
1602 3355 0
2986 479 1
3244 496 1
324 3509 0
1148 3653 0
2714 114 1
773 3390 0
309 3867 0
3901 39 3
3839 790 1
273 3911 4
1587 3295 0
3911 1596 5
580 3070 0
735 3559 0
2629 186 1
1477 3511 0
2654 413 1
3523 452 1
3177 1752 1
331 2967 0
2997 1094 1
169 3901 2
3900 2055 3
154 3901 2
2728 1126 1
3262 1465 1
852 3345 0
879 3083 0
88 3440 0
490 2665 0
90 2853 0
3905 2310 7
2619 88 1
84 3714 0
2672 576 1
2806 1395 1
3872 753 1
502 3900 2
547 3436 0
86 3294 0
548 3749 0
3253 468 1
561 3353 0
2398 3908 6
3331 410 1
882 3077 0
2766 31 1
323 3684 0
522 3687 0
2872 259 1
2751 1754 1
2700 743 1
3644 1477 1
3389 1911 1
339 3328 0
3900 2044 3
3228 243 1
3900 2071 3
432 2751 0
3590 1077 1
1257 3073 0
2927 785 1
3709 353 1
1373 3187 0
1035 3189 0
33 3901 2
2690 142 1
106 2995 0
3900 1710 3
3900 1396 3
1867 3901 2
3365 220 1
2826 322 1
3860 505 1
95 3231 0
2964 790 1
3798 860 1
3529 355 1
1640 3172 0
775 3556 0
14 2658 0
3070 577 1
1319 3911 4
67 2937 0
292 2625 0
2380 3167 0
3127 143 1
1598 3612 0
3901 680 3
1706 3901 2
2954 6 1
2713 2297 1
79 2935 0
3634 40 1
505 3459 0
61 3614 0
3171 373 1
305 2914 0
3698 1198 1
2940 763 1
3901 1034 3
1759 3911 4
1547 3665 0
388 2649 0
12 2626 0
796 2644 0
2789 212 1
321 3760 0
2825 996 1
1547 2814 0
652 3433 0
2857 149 1
2840 143 1
2821 217 1
3906 1941 7
2954 153 1
396 3901 2
462 2839 0
2914 57 1
438 3364 0
301 2640 0
3550 1250 1
2142 3912 4
1490 3053 0
3137 1048 1
1534 3158 0
3185 849 1
1187 3592 0
3578 580 1
3307 1617 1
631 3901 2
362 3127 0
2643 1385 1
1044 3638 0
1095 2699 0
31 3029 0
350 3227 0
27 3721 0
1058 2908 0
387 2997 0
113 3712 0
891 2741 0
602 2721 0
248 2931 0
3092 868 1
1468 3140 0
2392 2723 0
3294 1814 1
1515 3903 6
490 3328 0
302 3134 0
315 3411 0
50 3064 0
427 3754 0
2853 191 1
3489 586 1
328 2922 0
2854 703 1
150 3618 0
171 3347 0
160 3589 0
2643 607 1
3154 1728 1
494 3372 0
1827 2689 0
787 3902 6
519 3131 0
3692 30 1
520 3167 0
3911 1534 5
1678 3050 0
257 3039 0
3745 95 1
3339 1367 1
84 3690 0
2934 849 1
3885 288 1
4 3517 0
319 2664 0
1488 2952 0
376 3715 0
3069 2355 1
2940 859 1
3318 171 1
2246 3911 4
3631 762 1
1007 3830 0
456 3408 0
67 3424 0
1850 3902 6
3272 247 1
366 3900 2
3459 505 1
39 2823 0
3257 340 1
602 3359 0
2637 23 1
46 3031 0
2926 697 1
84 3192 0
3759 1687 1
2396 3648 0
3710 27 1
812 3597 0
1397 3217 0
424 2920 0
535 2714 0
806 2852 0
1233 3912 4
790 3413 0
3133 849 1
2512 3902 6
2814 2036 1
3900 68 3
3807 1085 1
2619 1325 1
3857 55 1
436 3869 0
260 3911 4
849 3236 0
3230 63 1
3693 41 1
177 2883 0
618 2999 0
3241 91 1
3424 858 1
2733 856 1
207 3626 0
3906 881 7
183 3006 0
1119 3414 0
848 3869 0
263 3719 0
47 3199 0
1530 3911 4
2743 733 1
605 2738 0
1918 3211 0
3029 41 1
2737 119 1
3907 1464 7
195 2728 0
2625 769 1
3754 1328 1
175 2787 0
997 3320 0
612 3006 0
2966 598 1
1768 2675 0
2825 2467 1
1939 2715 0
3905 2113 7
842 3077 0
3912 1769 5
2629 1304 1
321 2893 0
302 2791 0
2949 1063 1
1619 2631 0
3901 1513 3
264 3905 6
825 2925 0
14 2924 0
376 3282 0
518 3912 4
975 3187 0
2851 239 1
1957 3908 6
279 3912 4
2565 3912 4
2013 3911 4
1047 3318 0
3905 1669 7
1014 3113 0
2365 2777 0
350 2698 0
984 3835 0
55 3689 0
357 3758 0
50 2733 0
3600 2236 1
3877 675 1
435 3310 0
75 2861 0
3911 1178 5
143 3132 0
2714 1777 1
1117 2688 0
3901 1031 3
1780 2779 0
2821 849 1
677 2721 0
44 2658 0
3092 1278 1
506 3166 0
994 3257 0
50 3219 0
2963 345 1
3825 1812 1
3005 239 1
114 3095 0
593 2853 0
3167 368 1
884 2647 0
3672 83 1
3481 453 1
2905 1549 1
451 3362 0
295 3160 0
3452 1569 1
891 3381 0
3652 1639 1
229 3500 0
23 3901 2
2864 611 1
251 3569 0
2888 635 1
57 3424 0
669 2886 0
160 2684 0
1357 3900 2
1066 3221 0
3905 2490 7
3795 30 1
2992 349 1
191 2945 0
2915 706 1
3232 2286 1
3594 1057 1
1811 2773 0
489 2809 0
120 3326 0
880 3807 0
3900 2424 3
965 3674 0
634 3302 0
2610 2861 0
1136 3807 0
3275 831 1
2769 1080 1
3343 832 1
3162 1441 1
3300 1836 1
311 3901 2
1330 3901 2
575 2831 0
1291 3776 0
3016 1076 1
3010 1264 1
69 3318 0
410 3096 0
2643 852 1
3292 2249 1
2634 785 1
2798 324 1
97 3900 2
3900 758 3
3221 410 1
1099 3902 6
3116 748 1
3079 2420 1
3902 1004 7
379 3062 0
3449 1664 1
2836 1206 1
849 2896 0
852 3295 0
3901 1293 3
3389 114 1
2204 3291 0
3912 1104 5
1877 3905 6
1164 2705 0
3539 2423 1
3742 159 1
220 2900 0
3905 2118 7
529 3763 0
1203 3065 0
3268 14 1
2624 1442 1
3614 360 1
3901 1967 3
3293 1246 1
3305 1095 1
2919 816 1
118 3265 0
3199 638 1
2990 93 1
2788 1203 1
3561 906 1
3847 1264 1
1261 3912 4
278 2873 0
1817 2859 0
3748 1732 1
3900 2576 3
416 3012 0
2771 390 1
1899 2879 0
3027 319 1
644 3900 2
1948 3903 6
3912 1263 5
3900 2261 3
3600 749 1
2248 2919 0
3912 983 5
3355 1112 1
1311 3908 6
117 3865 0
2800 142 1
197 2813 0
2751 536 1
3900 429 3
166 3765 0
2668 1007 1
3903 1430 7
2908 533 1
493 3902 6
1774 2715 0
189 3844 0
269 3902 6
957 3905 6
3882 1362 1
1100 3048 0
3911 1715 5
2872 58 1
1924 3903 6
455 3911 4
580 3911 4
3259 1312 1
3029 489 1
3723 1346 1
879 2686 0
2806 1559 1
3348 149 1
1856 3900 2
1812 3905 6
814 3903 6
1133 3021 0
105 3902 6
324 2731 0
1145 3330 0
906 3197 0
202 3674 0
3043 515 1
2660 718 1
3911 1222 5
3219 158 1
3094 1578 1
3911 735 5
482 3901 2
3430 166 1
2952 493 1
65 2681 0
3908 2228 7
516 3836 0
2752 465 1
1435 3439 0
331 3429 0
3900 1548 3
3776 539 1
257 2681 0
1277 2825 0
1109 2860 0
701 2954 0
3911 68 5
2778 272 1
385 3324 0
675 3099 0
281 3750 0
2993 578 1
2669 630 1
295 3321 0
3801 4 1
2896 1048 1
513 3554 0
3900 2141 3
3442 991 1
3911 316 5
3372 1658 1
90 3060 0
3039 632 1
2557 3701 0
2872 1887 1
2796 1103 1
961 3315 0
3261 665 1
512 3223 0
3249 759 1
186 3492 0
528 2795 0
3010 74 1
121 2808 0
2727 1327 1
3450 769 1
653 3912 4
3180 812 1
3896 112 1
3151 1462 1
425 3496 0
502 3902 6
347 3058 0
3395 815 1
602 3404 0
1962 3912 4
1499 3087 0
3367 253 1
1740 3897 0
3014 73 1
2693 288 1
3132 358 1
2692 29 1
3601 209 1
3900 603 3
3293 1332 1
806 3314 0
2948 932 1
3087 719 1
114 3791 0
2915 30 1
2994 146 1
2929 203 1
3903 1014 7
1177 3755 0
3325 679 1
3778 909 1
915 3144 0
3860 463 1
2255 2735 0
2693 593 1
3889 2127 1
3733 1020 1
2864 1221 1
3042 132 1
879 2751 0
3651 775 1
1597 3903 6
429 2667 0
3509 143 1
3904 524 7
3633 570 1
3908 666 7
3900 1718 3
3908 2610 7
2110 3120 0
3178 50 1
1715 3900 2
3684 103 1
198 2891 0
3162 1365 1
2912 35 1
3454 516 1
2705 118 1
2054 3906 6
3477 599 1
137 2697 0
2721 76 1
956 3117 0
387 2958 0
3911 1930 5
26 3691 0
3288 186 1
2659 360 1
2857 2312 1
1639 3620 0
1410 3900 2
706 3905 6
2769 144 1
3562 283 1
210 2707 0
173 3409 0
1165 3901 2
1114 3907 6
1488 3421 0
50 2829 0
2874 1516 1
358 3117 0
2931 1197 1
2861 1726 1
2254 3342 0
950 3477 0
3901 2335 3
1015 3830 0
3075 1342 1
3146 2257 1
1640 2800 0
3911 2500 5
50 2811 0
1044 3902 6
3679 765 1
3467 1258 1
349 3294 0
2848 496 1
2663 1232 1
2861 718 1
3227 691 1
2715 751 1
3410 40 1
73 2983 0
2832 294 1
3900 1763 3
3912 1143 5
503 3303 0
549 3004 0
1435 2795 0
1528 3243 0
3911 2574 5
1765 3744 0
906 3600 0
2779 446 1
1541 2862 0
1517 3079 0
2003 2959 0
3574 83 1
1224 2814 0
188 2740 0
2924 773 1
3211 494 1
723 3761 0
1569 3452 0
1274 2950 0
765 3688 0
3393 10 1
3842 367 1
2705 1048 1
1133 3900 2
3388 57 1
2934 145 1
3905 1753 7
315 2812 0
2996 247 1
263 2926 0
433 3898 0
3596 936 1
3752 1090 1
3172 762 1
2972 1627 1
940 3195 0
455 2832 0
3114 170 1
2832 443 1
1002 2809 0
452 2739 0
3658 352 1
227 2796 0
361 2980 0
1833 3900 2
472 3104 0
602 3637 0
2169 3177 0
3652 143 1
154 2653 0
475 3217 0
3477 353 1
589 3628 0
3132 105 1
355 2815 0
276 3873 0
448 3912 4
1647 3902 6
2961 292 1
1575 3911 4
2886 2571 1
29 3162 0
2562 3905 6
2821 329 1
3160 536 1
3410 1465 1
273 3217 0
3227 1621 1
2890 588 1
554 3276 0
3398 433 1
3775 973 1
3905 240 7
3009 1018 1
1694 3901 2
3900 1581 3
996 3624 0
718 3102 0
1146 3063 0
2778 158 1
3911 2420 5
3647 887 1
915 3552 0
205 3274 0
1765 3036 0
1611 2687 0
3395 131 1
3581 471 1
1793 3900 2
3696 91 1
3772 512 1
701 2967 0
3500 38 1
3911 953 5
1063 3679 0
3399 1073 1
1294 3004 0
865 3900 2
2361 3004 0
431 3620 0
489 2699 0
845 3390 0
1941 3906 6
3900 1327 3
3221 309 1
2735 1561 1
413 3870 0
2898 435 1
1327 2727 0
2417 3900 2
3651 756 1
3151 168 1
2882 979 1
3206 1930 1
2698 1314 1
100 3836 0
1404 3287 0
3901 1689 3
2689 918 1
3900 1613 3
926 2862 0
417 3902 6
3784 512 1
127 2834 0
2831 512 1
2713 128 1
3583 249 1
2652 1458 1
1221 3514 0
628 2824 0
145 3262 0
2756 462 1
217 3137 0
3912 551 5
3276 325 1
3725 844 1
231 3911 4
2933 812 1
2275 3902 6
1242 3173 0
1725 3072 0
2621 1349 1
255 3906 6
3903 265 7
3666 944 1
3276 854 1
4 3566 0
3092 2466 1
921 2674 0
240 3901 2
3195 1583 1
918 3318 0
2846 257 1
713 2644 0
3911 39 5
792 3719 0
31 3636 0
3651 1582 1
257 2729 0
3382 2203 1
135 3795 0
1641 3901 2
3201 931 1
3890 276 1
519 3000 0
2551 3911 4
3299 452 1
3774 686 1
3070 1251 1
220 3523 0
159 3535 0
2980 1783 1
871 2805 0
325 3517 0
38 2905 0
3900 2570 3
3856 852 1
698 3901 2
217 3440 0
89 2649 0
1518 3499 0
3131 584 1
3067 1570 1
2728 870 1
3902 1429 7
3912 565 5
2891 521 1
124 3902 6
3671 193 1
2887 1294 1
2714 141 1
1289 3767 0
2710 2209 1
2023 3477 0
3621 142 1
5 3900 2
3276 2415 1
2651 331 1
171 2793 0
2814 641 1
3905 1350 7
3911 1065 5
3903 214 7
168 2746 0
2345 3127 0
934 2745 0
3124 1716 1
2974 453 1
3012 873 1
3900 1930 3
3454 376 1
462 2634 0
3348 309 1
120 2790 0
3644 4 1
2833 928 1
1416 3581 0
2477 2895 0
3008 516 1
824 3547 0
3235 76 1
741 3339 0
901 3912 4
1737 3912 4
1382 2861 0
3691 170 1
550 3911 4
1269 2937 0
3908 2397 7
3232 1387 1
367 3628 0
145 2930 0
580 3522 0
2687 23 1
3068 549 1
3134 391 1
137 3641 0
906 3896 0
615 3122 0
3749 1550 1
2670 265 1
3911 1128 5
115 3792 0
4 2721 0
3902 2150 7
1390 3912 4
3023 324 1
3907 976 7
2715 140 1
534 3148 0
3911 1791 5
3817 1104 1
1009 3122 0
3828 160 1
3291 1187 1
3271 325 1
3037 472 1
2805 591 1
1239 3571 0
2207 3911 4
3251 672 1
456 3684 0
3911 361 5
3900 2263 3
462 3401 0
441 3139 0
889 3903 6
168 3777 0
2080 2773 0
2654 66 1
1534 3070 0
2794 1488 1
717 2727 0
1667 3902 6
315 2936 0
3088 27 1
333 3237 0
3004 389 1
112 2821 0
443 2766 0
272 3070 0
3901 1797 3
78 3684 0
3407 1891 1
1104 2984 0
2720 170 1
3517 431 1
3471 117 1
1081 3103 0
2670 784 1
2967 1427 1
3127 692 1
439 3049 0
2018 3487 0
843 3190 0
2884 132 1
811 2981 0
1302 3911 4
3516 827 1
3908 1595 7
2872 2466 1
1679 3900 2
3286 2203 1
139 2946 0
3530 631 1
3906 355 7
2692 217 1
3902 1078 7
3424 305 1
3537 701 1
1159 2852 0
526 3016 0
1492 3543 0
112 2753 0
714 2700 0
853 3901 2
580 3786 0
3905 1291 7
1773 3912 4
633 3819 0
2893 321 1
2623 1694 1
3523 1383 1
1139 2698 0
2959 785 1
1154 3470 0
55 3287 0
170 3004 0
1767 3900 2
2647 1536 1
3786 1012 1
1543 3838 0
2628 1131 1
3143 272 1
842 2960 0
998 3900 2
772 3912 4
2896 549 1
3362 157 1
3912 2509 5
2997 1762 1
2889 973 1
1598 3223 0
2798 1145 1
159 2669 0
1095 3484 0
3334 1863 1
88 2842 0
3900 543 3
2785 591 1
3678 731 1
3794 316 1
3262 1315 1
3007 1594 1
490 3466 0
3092 696 1
2944 1382 1
3084 1668 1
3526 2361 1
3069 2100 1
2953 110 1
575 3389 0
3608 27 1
134 2831 0
2620 16 1
3901 770 3
607 2934 0
1077 2803 0
294 3852 0
602 3635 0
353 2665 0
2882 47 1
1380 3912 4
2960 728 1
158 3908 6
373 3901 2
3616 2022 1
3901 1765 3
1984 3659 0
2785 456 1
431 3911 4
3784 323 1
3035 1244 1
3902 2249 7
207 3330 0
127 3551 0
3460 189 1
170 2702 0
775 2800 0
2179 3900 2
2837 286 1
3908 2583 7
556 2861 0
782 2802 0
1478 3812 0
3900 1690 3
745 3519 0
2559 3268 0
969 3840 0
458 3908 6
2733 1269 1
142 3225 0
2980 448 1
3593 696 1
2101 2619 0
1053 3900 2
750 2850 0
132 2655 0
3900 1213 3
847 3905 6
2065 3355 0
2670 762 1
2959 2003 1
692 2719 0
2756 327 1
467 3397 0
145 3495 0
3696 594 1
2236 3911 4
3244 1185 1
6 3223 0
